MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
5859,ES,3204203,AC PIUMA,RUA IZAIAS SCHERRER,LOJA,75,CENTRO,PIUMA,PIUMA,ES,29285970
5836,ES,3204104,AC PINHEIROS,RUA DOUTOR LOBATO,0,400,CENTRO,PINHEIROS,PINHEIROS,ES,29980970
5824,ES,3204054,AC PEDRO CANARIO,PRACA PRESIDENTE CASTELO BRANCO,0,20,CENTRO,PEDRO CANARIO,PEDRO CANARIO,ES,29970970
5825,ES,3204005,AC PANCAS,AVENIDA JOSE NUNES DE MIRANDA,0,514,VILA NOVA,PANCAS,PANCAS,ES,29750970
5813,ES,3203700,AC MUNIZ FREIRE,RUA PEDRO DEPS,0,135,CENTRO,MUNIZ FREIRE,MUNIZ FREIRE,ES,29380970
5866,ES,3203502,AC MONTANHA,RUA ITALO BENSO,0,15,CENTRO,MONTANHA,MONTANHA,ES,29890970
5810,ES,3203403,AC MIMOSO DO SUL,PRACA CORONEL JOAQUIM PAIVA GONCALVES,0,170,CENTRO,MIMOSO DO SUL,MIMOSO DO SUL,ES,29400970
5800,ES,3203353,AC MARILANDIA,RUA CONEGO JOAO GUILHERME,0,123,CENTRO,MARILANDIA,MARILANDIA,ES,29725970
5827,ES,3203346,AC MARECHAL FLORIANO,AVENIDA ARTHUR HAESE,LOJA 01,124,CENTRO,MARECHAL FLORIANO,MARECHAL FLORIANO,ES,29255970
5857,ES,3203320,AC MARATAIZES,AVENIDA RUBENS RANGEL,0,2600,CENTRO,MARATAIZES,MARATAIZES,ES,29345970
5805,ES,3203304,AC MANTENOPOLIS,PRACA DOM LUIZ,0,256,CENTRO,MANTENOPOLIS,MANTENOPOLIS,ES,29770970
5811,ES,3203205,AC LINHARES,PRACA NESTOR GOMES,0,52,CENTRO,LINHARES,LINHARES,ES,29900970
5872,ES,3205309,AC LEITAO DA SILVA,RUA GILBERTO VAREJAO DIAS,0,55,SANTA LUIZA,VITORIA,VITORIA,ES,29045970
60829,ES,3205002,AC LARANJEIRAS,AVENIDA CENTRAL,0,1319,PARQUE RESIDENCIAL LARANJEIRAS,SERRA,SERRA,ES,29165970
5875,ES,3203163,AC LARANJA DA TERRA,RUA CARLOS STABENOW,0,574,CENTRO,LARANJA DA TERRA,LARANJA DA TERRA,ES,29615970
60825,ES,3203205,AC LAGOA DO MEIO,AVENIDA CEREJEIRA,SHOPPING PATIOMIX,300,MOVELAR,LINHARES,LINHARES,ES,29904970
5809,ES,3203130,AC JOAO NEIVA,PRACA HILDA GARCIA,0,100,CENTRO,JOAO NEIVA,JOAO NEIVA,ES,29680970
5822,ES,3203106,AC JERONIMO MONTEIRO,AVENIDA DOUTOR JOSE FARAH,0,6,CENTRO,JERONIMO MONTEIRO,JERONIMO MONTEIRO,ES,29550970
5838,ES,3203056,AC JAGUARE,RUA UIRAPURU,0,625,CENTRO,JAGUARE,JAGUARE,ES,29950970
5867,ES,3205002,AC JACARAIPE,AVENIDA ABIDO SAADI,SHOPPING JACARAIPE,636,PARQUE JACARAIPE,SERRA,SERRA,ES,29175970
5821,ES,3203007,AC IUNA,AVENIDA PRESIDENTE GETULIO VARGAS,0,406,CENTRO,IUNA,IUNA,ES,29390970
5803,ES,3202900,AC ITARANA,RUA ELIAS ESTEVAO COLNAGO,0,25,CENTRO,ITARANA,ITARANA,ES,29620970
5808,ES,3202801,AC ITAPEMIRIM,RUA AMPHILOPHIO DE MORENO,0,275,CENTRO,ITAPEMIRIM,ITAPEMIRIM,ES,29330970
47181,ES,3202801,AC ITAIPAVA,AVENIDA ITAPEMIRIM,0,936,ITAIPAVA,ITAPEMIRIM,ITAPEMIRIM,ES,29338970
5807,ES,3202702,AC ITAGUACU,RUA VICENTE PEIXOTO DE MELLO,0,48,CENTRO,ITAGUACU,ITAGUACU,ES,29690970
5823,ES,3201308,AC ITACIBA,RODOVIA GOVERNADOR JOSE HENRIQUE SETTE,0,1355,ITACIBA,CARIACICA,CARIACICA,ES,29150970
5854,ES,3202603,AC ICONHA,RUA VIRGILIO SILVA,0,278,CENTRO,ICONHA,ICONHA,ES,29280970
5817,ES,3202504,AC IBIRACU,RUA MARTIN PESCADOR,0,26,ERICINA,IBIRACU,IBIRACU,ES,29670970
5858,ES,3202454,AC IBATIBA,RUA 7 DE NOVEMBRO,0,80,BRASIL NOVO,IBATIBA,IBATIBA,ES,29395970
5804,ES,3202405,AC GUARAPARI,TRAV CUSTODIO G DOS SANTOS,0,116,CENTRO,GUARAPARI,GUARAPARI,ES,29200970
5828,ES,3202306,AC GUACUI,AVENIDA MARECHAL FLORIANO,0,68,CENTRO,GUACUI,GUACUI,ES,29560970
47173,ES,3202256,AC GOVERNADOR LINDENBERG,RUA SAO JOSE,0,655,CENTRO,GOVERNADOR LINDENBERG,GOVERNADOR LINDENBERG,ES,29720970
5829,ES,3202207,AC FUNDAO,RUA SAO JOSE,0,104,CENTRO,FUNDAO,FUNDAO,ES,29185970
60824,ES,3205002,AC FEU ROSA,RUA DAS AVENCAS,0,111,FEU ROSA,SERRA,SERRA,ES,29172970
56206,ES,3201308,AC EXPEDITO GARCIA,AVENIDA EXPEDITO GARCIA,0,1824,CAMPO GRANDE,CARIACICA,CARIACICA,ES,29146972
5864,ES,3202108,AC ECOPORANGA,AVENIDA MILTON MOTA,0,875,CENTRO,ECOPORANGA,ECOPORANGA,ES,29850970
5853,ES,3202009,AC DORES DO RIO PRETO,PRACA MANOEL FERNANDES ORNELAS,LOJA 02,30,CENTRO,DORES DO RIO PRETO,DORES DO RIO PRETO,ES,29580970
5797,ES,3201902,AC DOMINGOS MARTINS,AVENIDA PRESIDENTE VARGAS,0,875,CENTRO,DOMINGOS MARTINS,DOMINGOS MARTINS,ES,29260970
5852,ES,3201803,AC DIVINO DE SAO LOURENCO,RUA MARIA GOMES DE AGUIAR,0,4,CENTRO,DIVINO DE SAO LOURENCO,DIVINO DE SAO LOURENCO,ES,29590970
5799,ES,3201605,AC CONCEICAO DA BARRA,RUA GRACIANO NEVES,0,268,CENTRO,CONCEICAO DA BARRA,CONCEICAO DA BARRA,ES,29960970
5798,ES,3201506,AC COLATINA,AVENIDA GETULIO VARGAS,0,465,CENTRO,COLATINA,COLATINA,ES,29700970
5785,ES,3205309,AC CENTRAL DE VITORIA,AVENIDA JERONIMO MONTEIRO,0,310,CENTRO,VITORIA,VITORIA,ES,29010970
5788,ES,3201407,AC CASTELO,AVENIDA NOSSA SENHORA DA PENHA,0,23,CENTRO,CASTELO,CASTELO,ES,29360970
47170,ES,3205101,AC CASA CIDADAO DE VIANA,AVENIDA GUARAPARI,0,200,ARLINDO VILLASCHI,VIANA,VIANA,ES,29136970
5819,ES,3201308,AC CARIACICA,RUA SAO JOAO,0,173,CARIACICA SEDE,CARIACICA,CARIACICA,ES,29156970
5839,ES,3205002,AC CARAPINA,AVENIDA JOAO PALACIO,SHOPPING MESTRE ALVARO P - L1 LJ 103H,300,EURICO SALLES,SERRA,SERRA,ES,29160970
5795,ES,3201209,AC CACHOEIRO DO ITAPEMIRIM,PRACA JERONYMO MONTEIRO,0,18,CENTRO,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,ES,29300970
5786,ES,3201159,AC BREJETUBA,AVENIDA FIRMINO TEIXEIRA GRIFFO,LOJA 2,361,CENTRO,BREJETUBA,BREJETUBA,ES,29630970
5794,ES,3201100,AC BOM JESUS DO NORTE,PRACA ASTOLPHO LOBO,0,259,CENTRO,BOM JESUS DO NORTE,BOM JESUS DO NORTE,ES,29460970
5793,ES,3201001,AC BOA ESPERANCA,AVENIDA SENADOR EURICO REZENDE,0,672,CENTRO,BOA ESPERANCA,BOA ESPERANCA,ES,29845970
423877,ES,3201209,AC BNH,AVENIDA JONES DOS SANTOS NEVES,0,1110,AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,ES,29311970
5848,ES,3200904,AC BARRA DE SAO FRANCISCO,AVENIDA JONES SANTOS NEVES,0,335,CENTRO,BARRA DE SAO FRANCISCO,BARRA DE SAO FRANCISCO,ES,29800970
58360,ES,3205002,AC BARCELONA,AVENIDA BRASILIA,0,1041,PORTO CANOA,SERRA,SERRA,ES,29168970
5790,ES,3200805,AC BAIXO GUANDU,RUA CORONEL ALVARO MILAGRES FERREIRA,0,21,CENTRO,BAIXO GUANDU,BAIXO GUANDU,ES,29730970
5846,ES,3200706,AC ATILIO VIVACQUA,RUA PRIMO LUIZ BAPTISTA,0,36,NITEROI,ATILIO VIVACQUA,ATILIO VIVACQUA,ES,29490970
5856,ES,3200607,AC ARACRUZ,RUA QUINTINO LOUREIRO,0,465,CENTRO,ARACRUZ,ARACRUZ,ES,29190970
5845,ES,3200508,AC APIACA,RUA JERONIMO MONTEIRO,0,9,CENTRO,APIACA,APIACA,ES,29450970
5792,ES,3200409,AC ANCHIETA,PRACA GOVERNADOR CARLOS LINDENBERG,0,258,CENTRO,ANCHIETA,ANCHIETA,ES,29230970
5883,ES,3200359,AC ALTO RIO NOVO,AVENIDA JOAO FELIPE,0,398,CENTRO,ALTO RIO NOVO,ALTO RIO NOVO,ES,29760970
5789,ES,3200201,AC ALEGRE,AVENIDA JERONIMO MONTEIRO,0,133,CENTRO,ALEGRE,ALEGRE,ES,29500970
5812,ES,3200136,AC AGUIA BRANCA,AVENIDA JOAO QUIUQUI,TERREO LOJA 02,444,CENTRO,AGUIA BRANCA,AGUIA BRANCA,ES,29795970
5884,ES,3200169,AC AGUA DOCE DO NORTE,AVENIDA SEBASTIAO COELHO DE SOUZA,0,565,CENTRO,AGUA DOCE DO NORTE,AGUA DOCE DO NORTE,ES,29820970
5787,ES,3200102,AC AFONSO CLAUDIO,RUA MARECHAL DEODORO,0,159,CENTRO,AFONSO CLAUDIO,AFONSO CLAUDIO,ES,29600970
5834,ES,3205200,AC VILA VELHA,RUA ARARIBOIA,0,392,CENTRO DE VILA VELHA,VILA VELHA,VILA VELHA,ES,29100970
5831,ES,3204807,AC SAO JOSE DO CALCADO,R FRANCIS TEIXE VIEIRA DE REZENDE,0,72,CENTRO,SAO JOSE DO CALCADO,SAO JOSE DO CALCADO,ES,29470970
5815,ES,3203908,AC NOVA VENECIA,PRACA JONES DOS SANTOS NEVES,0,43,CENTRO,NOVA VENECIA,NOVA VENECIA,ES,29830970
5830,ES,3203809,AC MUQUI,RUA VIEIRA MACHADO,0,241,CENTRO,MUQUI,MUQUI,ES,29480970
5806,ES,3203601,AC MUCURICI,RUA PRESIDENTE KENNEDY,0,21,CENTRO,MUCURICI,MUCURICI,ES,29880970
5885,ES,3202652,AC IRUPI,RUA VEREADOR JEREMIAS DE CASTRO E SOUZA,0,33,CENTRO,IRUPI,IRUPI,ES,29398970
5874,ES,3202553,AC IBITIRAMA,RUA EDGAR SANTANA ALVES,0,57,CENTRO,IBITIRAMA,IBITIRAMA,ES,29540970
5870,ES,3205200,AC GLORIA,AVENIDA JERONIMO MONTEIRO,0,840,GLORIA,VILA VELHA,VILA VELHA,ES,29122970
5829,ES,3202207,AC FUNDAO,RUA SAO JOSE,0,104,CENTRO,FUNDAO,FUNDAO,ES,29185970
5868,ES,3200607,AC COQUEIRAL,RUA AVENCAS,0,22,COQUEIRAL,ARACRUZ,ARACRUZ,ES,29199970
5850,ES,3201704,AC CONCEICAO DO CASTELO,AVENIDA JOSE GRILO,0,594,CENTRO,CONCEICAO DO CASTELO,CONCEICAO DO CASTELO,ES,29370970
5816,ES,3200300,AC ALFREDO CHAVES,AVENIDA GETULIO VARGAS,0,748,CENTRO,ALFREDO CHAVES,ALFREDO CHAVES,ES,29240970
47867,GO,5222302,AC VILA PROPICIO,RUA TRES,SN QUADRA 15 LOTE 119,,SETOR CENTRAL,VILA PROPICIO,VILA PROPICIO,GO,76393970
6766,GO,5208707,AC VILA NOVA,AVENIDA INDEPENDENCIA,QD 140 LOTE 06  PAV 03 SHOPPING GALLO,3392,SETOR CENTRAL,GOIANIA,GOIANIA,GO,74055970
61561,GO,5208707,AC VILA MUTIRAO,AVENIDA DO POVO,QUADRA 24 LOTE 38-39,638,VILA MUTIRAO I,GOIANIA,GOIANIA,GO,74480970
431213,GO,5222203,AC VILA BOA,RUA SETE DE SETEMBRO,SN QUADRA 14 LOTE 01,7,JARDIM NOVA AURORA,VILA BOA,VILA BOA,GO,73825970
55343,GO,5208707,AC VERA CRUZ,AVENIDA FREI CONFALLONI,"SOBRADO 02, QUADRA QC 31- LOTE1 E",644,CONJUNTO VERA CRUZ,GOIANIA,GOIANIA,GO,74495970
6781,GO,5221908,AC VARJAO,RUA JOAQUIM P OLIVEIRA,Q H L 3,17,SETOR CENTRAL,VARJAO,VARJAO,GO,75359970
6681,GO,5221700,AC URUANA,PRACA SAO SEBASTIAO,0,50,SETOR CENTRAL,URUANA,URUANA,GO,76339970
6671,GO,5221601,AC URUACU,RUA ISABEL FERNANDES CARVALHO,0,15,SETOR CENTRAL,URUACU,URUACU,GO,76400970
55339,GO,5208707,AC URIAS MAGALHAES,AVENIDA SOLAR,QUADRA 7 LOTE 1 E 2,175,SETOR URIAS MAGALHAES,GOIANIA,GOIANIA,GO,74565970
6932,GO,5221577,AC UIRAPURU,AVENIDA PERDIZ,SN QUADRA 22 LOTE 10,,SETOR CENTRAL,UIRAPURU,UIRAPURU,GO,76529970
6834,GO,5221452,AC TROMBAS,AVENIDA PRESIDENTE GETULIO VARGAS,0,97,SETOR CENTRAL,TROMBAS,TROMBAS,GO,76464970
6682,GO,5221403,AC TRINDADE,RUA DOUTOR IRANY FERREIRA,QUADRA 19 LOTE 25,197,CENTRO,TRINDADE,TRINDADE,GO,75388971
6931,GO,5221197,AC TEREZOPOLIS DE GOIAS,RUA ALONSO FELIX,0,413,SETOR CENTRAL,TEREZOPOLIS DE GOIAS,TEREZOPOLIS DE GOIAS,GO,75179970
431211,GO,5221080,AC TERESINA DE GOIAS,AVENIDA PEDRO ALVARES CABRAL,SN QUADRA 3 LOTE 2,,CENTRO,TERESINA DE GOIAS,TERESINA DE GOIAS,GO,73795970
6679,GO,5221007,AC TAQUARAL DE GOIAS,RUA 7 DE SETEMBRO,QD 17 LT 03,,CENTRO,TAQUARAL DE GOIAS,TAQUARAL DE GOIAS,GO,76640970
431210,GO,5220702,AC SITIO D ABADIA,AVENIDA BELA VISTA,0,8,CENTRO,SITIO D ABADIA,SITIO D ABADIA,GO,73990970
431209,GO,5220686,AC SIMOLANDIA,AVENIDA CAMPELO DE MIRANDA,SN QUADRA 2 LOTE 14A,2,CENTRO,SIMOLANDIA,SIMOLANDIA,GO,73930970
6753,GO,5220405,AC SAO SIMAO,AVENIDA GOIAS,QD 05 LT 24,,RESIDENCIAL CEMIG,SAO SIMAO,SAO SIMAO,GO,75890970
54050,GO,5220280,AC SAO PATRICIO,PRACA FELIX MACHADO PEREIRA,0,4,SETOR CENTRAL,SAO PATRICIO,SAO PATRICIO,GO,76343970
6881,GO,5220264,AC SAO MIGUEL DO PASSA QUATRO,AVENIDA ALCIDES PEREIRA DE CASTRO,0,558,SETOR CENTRAL,SAO MIGUEL DO PASSA QUATR,SAO MIGUEL DO PASSA QUATR,GO,75189970
6778,GO,5220207,AC SAO MIGUEL DO ARAGUAIA,RUA 4,0,341,SETOR CENTRAL,SAO MIGUEL DO ARAGUAIA,SAO MIGUEL DO ARAGUAIA,GO,76590970
6880,GO,5220157,AC SAO LUIZ DO NORTE,AVENIDA LAUZIMAR DE OLIVEIRA,SN QUADRA 15 LOTE 12,,SETOR CENTRAL,SAO LUIZ DO NORTE,SAO LUIZ DO NORTE,GO,76369970
6728,GO,5220108,AC SAO LUIS DE MONTES BELOS,RUA RIO DOCE,QUADRA 6 LOTES 3 E 4,518,SETOR INICIAL,SAO LUIS DE MONTES BELOS,SAO LUIS DE MONTES BELOS,GO,76050970
431208,GO,5220009,AC SAO JOAO D ALIANCA,AV TEOTONIO FERNANDES GRACAS,QUADRA K LOTE 01/02,,CENTRO,SAO JOAO D ALIANCA,SAO JOAO D ALIANCA,GO,73760970
6930,GO,5219712,AC SANTO ANTONIO DA BARRA,RUA MARIA VITORIA,0,,SETOR CENTRAL,SANTO ANTONIO DA BARRA,SANTO ANTONIO DA BARRA,GO,75935970
6678,GO,5219704,AC SANTA TEREZINHA DE GOIAS,RUA SAO MIGUEL,0,276,SETOR CENTRAL,SANTA TEREZINHA DE GOIAS,SANTA TEREZINHA DE GOIAS,GO,76509970
6677,GO,5219605,AC SANTA TEREZA DE GOIAS,AVENIDA TIRADENTES,QUADRA B LOTE 3,3,SETOR CENTRAL,SANTA TEREZA DE GOIAS,SANTA TEREZA DE GOIAS,GO,76484970
55333,GO,5219456,AC SANTA RITA NOVO DESTINO,RUA LAURENTINO MARTINS RODRIGUES,QD 04 LT 3 A,,SETOR CENTRAL,SANTA RITA DO NOVO DESTIN,SANTA RITA DO NOVO DESTIN,GO,76395970
6813,GO,5219407,AC SANTA RITA DO ARAGUAIA,AVENIDA ARAGUAIA,0,444,SETOR CENTRAL,SANTA RITA DO ARAGUAIA,SANTA RITA DO ARAGUAIA,GO,75842970
6829,GO,5219357,AC SANTA ISABEL,AVENIDA ANTONIO F SILVA,0,,SETOR CENTRAL,SANTA ISABEL,SANTA ISABEL,GO,76329970
6876,GO,5219258,AC SANTA FE DE GOIAS,AVENIDA ARAGUAIA,0,1373,SETOR CENTRAL,SANTA FE DE GOIAS,SANTA FE DE GOIAS,GO,76269970
6737,GO,5219209,AC SANTA CRUZ DE GOIAS,PRACA PADRE JULIAO,0,6,SETOR CENTRAL,SANTA CRUZ DE GOIAS,SANTA CRUZ DE GOIAS,GO,75229970
6711,GO,5219001,AC SANCLERLANDIA,AVENIDA BRASIL,0,149,SETOR CENTRAL,SANCLERLANDIA,SANCLERLANDIA,GO,76164970
6675,GO,5218904,AC RUBIATABA,AVENIDA PALMARES,0,300,SETOR CENTRAL,RUBIATABA,RUBIATABA,GO,76354970
6664,GO,5218805,AC RIO VERDE,RUA ABEL PEREIRA DE CASTRO,0,574,SETOR CENTRAL,RIO VERDE,RIO VERDE,GO,75901970
6674,GO,5218706,AC RIANAPOLIS,AVENIDA SANTA EFIGENIA,0,715,SETOR CENTRAL,RIANAPOLIS,RIANAPOLIS,GO,76319970
6673,GO,5218607,AC RIALMA,RUA 7,0,21,SETOR CENTRAL,RIALMA,RIALMA,GO,76314970
6693,GO,5218508,AC QUIRINOPOLIS,RUA ADOLFO JOSE D'ABADIA,QUADRA 60  LOTE 11,119,CENTRO,QUIRINOPOLIS,QUIRINOPOLIS,GO,75860970
59077,GO,5218805,AC PROMISSAO,RUA 10,QUADRA 35 LOTE 5,264,VILA PROMISSAO,RIO VERDE,RIO VERDE,GO,75907970
6940,GO,5218391,AC PROFESSOR JAMIL,RUA MATILDE FERRARINI,0,235,SETOR CENTRAL,PROFESSOR JAMIL,PROFESSOR JAMIL,GO,75649970
431205,GO,5218300,AC POSSE,RUA ARQUIMEDES VIEIRA DE BRITO,2 SETOR QUADRA 5 LOTE 1,179,CENTRO,POSSE,POSSE,GO,73900970
6752,GO,5218102,AC PORTELANDIA,AVENIDA GOIAS,SN QUADRA 32 LOTE 13,,SETOR CENTRAL,PORTELANDIA,PORTELANDIA,GO,75843970
47863,GO,5218052,AC PORTEIRAO,AVENIDA RIO DOS BOIS,0,449,SETOR CENTRAL,PORTEIRAO,PORTEIRAO,GO,75603970
58753,GO,5208707,AC PORTAL SHOPPING,AVENIDA ANHANGUERA,0,14404,CAPUAVA,GOIANIA,GOIANIA,GO,74450971
6632,GO,5218003,AC PORANGATU,RUA 7,0,15,CENTRO,PORANGATU,PORANGATU,GO,76550970
60139,GO,5208707,AC PLAZA D ORO SHOPPING,AVENIDA NAPOLI,QD QC 01 LT AREA LUC 04 05 PLAZA DORO OF,500,RESIDENCIAL ELDORADO,GOIANIA,GOIANIA,GO,74367970
57147,GO,5211909,AC PLANALTO,RUA MARECHAL RONDON,0,,SETOR PLANALTO,JATAI,JATAI,GO,75805970
431203,GO,5217302,AC PIRENOPOLIS,PRACA EMANUEL JAIME LOPES,0,1,CENTRO,PIRENOPOLIS,PIRENOPOLIS,GO,72980970
6710,GO,5217203,AC PIRANHAS,AVENIDA BRASIL CENTRAL,0,764,SETOR CENTRAL,PIRANHAS,PIRANHAS,GO,76234970
6735,GO,5217104,AC PIRACANJUBA,RUA PEDRO LUDOVICO TEIXEIRA,0,337,CENTRO,PIRACANJUBA,PIRACANJUBA,GO,75640970
6672,GO,5216908,AC PILAR DE GOIAS,RUA RODRIGUES NASCIMENTO,0,88,SETOR CENTRAL,PILAR DE GOIAS,PILAR DE GOIAS,GO,76372970
6775,GO,5216809,AC PETROLINA DE GOIAS,RUA DEOLINA DA FONSECA LEMOS,0,312,SETOR CENTRAL,PETROLINA DE GOIAS,PETROLINA DE GOIAS,GO,75489970
6941,GO,5216452,AC PEROLANDIA,AV JOAQUIM MARIANO MACIEL,QUADRA 3 LOTE 1,,PLANALTO,PEROLANDIA,PEROLANDIA,GO,75824970
6764,GO,5208707,AC PEDRO LUDOVICO,AVENIDA CIRCULAR,SN QUADRA 87 LOTE 3-A,,SETOR PEDRO LUDOVICO,GOIANIA,GOIANIA,GO,74823970
6750,GO,5216403,AC PARAUNA,AVENIDA EUCLIDES DA CUNHA,0,6,SETOR CENTRAL,PARAUNA,PARAUNA,GO,75984970
6749,GO,5216304,AC PARANAIGUARA,RUA OSCAR BERNARDES,SN QUADRA 36 LOTE 11,,SETOR CENTRAL,PARANAIGUARA,PARANAIGUARA,GO,75889970
61441,GO,5211503,AC PARANAIBA SHOPPING,AVENIDA OSVALDO CRUZ,0,120,SETOR AFONSO PENA,ITUMBIARA,ITUMBIARA,GO,75513970
58751,GO,5208707,AC PALMITO,AVENIDA CANAA,SN QUADRA 158 LOTE 22,,JARDIM NOVO MUNDO,GOIANIA,GOIANIA,GO,74705971
6733,GO,5215801,AC PALMELO,RUA DO COMERCIO,0,133,SETOR CENTRAL,PALMELO,PALMELO,GO,75219970
6708,GO,5215702,AC PALMEIRAS DE GOIAS,RUA HUMBERTO MARTINS RIBEIRO,QUADRA 77 LOTE 2,,SETOR CENTRAL,PALMEIRAS DE GOIAS,PALMEIRAS DE GOIAS,GO,76194970
6871,GO,5215652,AC PALESTINA DE GOIAS,AVENIDA BASTOS,0,32,SETOR CENTRAL,PALESTINA DE GOIAS,PALESTINA DE GOIAS,GO,75849970
6732,GO,5215504,AC OUVIDOR,AVENIDA IRAPUAN COSTA JUNIOR,0,910,SETOR CENTRAL,OUVIDOR,OUVIDOR,GO,75719970
6774,GO,5215405,AC OURO VERDE DE GOIAS,AVENIDA DO COMERCIO,0,80,SETOR CENTRAL,OURO VERDE DE GOIAS,OURO VERDE DE GOIAS,GO,75169970
6731,GO,5215306,AC ORIZONA,RUA MARECHAL FLORIANO PEIXOTO,0,49,SETOR CENTRAL,ORIZONA,ORIZONA,GO,75280970
6870,GO,5215256,AC NOVO PLANALTO,AVENIDA OSVALDO FERREIRA SENA,0,941,SETOR CENTRAL,NOVO PLANALTO,NOVO PLANALTO,GO,76589970
59183,GO,5208707,AC NOVA SUICA,PRACA WILSON SALES,QUADRA  577 LOTES  10 E 13  SALA  11,20,SETOR NOVA SUICA,GOIANIA,GOIANIA,GO,74280970
431200,GO,5214903,AC NOVA ROMA,RUA JOAQUIM NERI SOBRINHO,LOTE 04 QUADRA 34 LOJA 01,,CENTRO,NOVA ROMA,NOVA ROMA,GO,73820970
6927,GO,5214879,AC NOVA IGUACU DE GOIAS,AVENIDA INDEPENDENCIA,0,97,SETOR CENTRAL,NOVA IGUACU DE GOIAS,NOVA IGUACU DE GOIAS,GO,76499970
6649,GO,5214861,AC NOVA GLORIA,AVENIDA SARGENTO LEONTINO,QD 07  LT 15,,CENTRO,NOVA GLORIA,NOVA GLORIA,GO,76305970
6763,GO,5214838,AC NOVA CRIXAS,RUA JEVA DE SOUZA,SN QUADRA 14 LOTE 1,,SETOR SANTO ANTONIO,NOVA CRIXAS,NOVA CRIXAS,GO,76524970
6730,GO,5214804,AC NOVA AURORA,RUA 15  DE NOVEMBRO,0,,SETOR CENTRAL,NOVA AURORA,NOVA AURORA,GO,75759970
6670,GO,5214705,AC NOVA AMERICA,AVENIDA ANTONIO DE OLIVEIRA,SN QUADRA 29 LOTE 1,,SETOR CENTRAL,NOVA AMERICA,NOVA AMERICA,GO,76349970
6668,GO,5214606,AC NIQUELANDIA,AVENIDA NOSSA SENHORA DABADIA,0,150,SETOR CENTRAL,NIQUELANDIA,NIQUELANDIA,GO,76439970
6772,GO,5214507,AC NEROPOLIS,AVENIDA JUSCELINO KUBITSCHECK,QUADRA 13  LOTE 03,,PARQUE DAS AMERICAS,NEROPOLIS,NEROPOLIS,GO,75460970
6667,GO,5214101,AC MUTUNOPOLIS,AVENIDA JERUSALEM,0,544,SETOR CENTRAL,MUTUNOPOLIS,MUTUNOPOLIS,GO,76549970
6651,GO,5214051,AC MUNDO NOVO,AVENIDA SALVADOR SGAMATT,QUADRA 16 LOTE 2,,SETOR CENTRAL,MUNDO NOVO,MUNDO NOVO,GO,76539970
6666,GO,5214002,AC MOZARLANDIA,AVENIDA PRESIDENTE VARGAS,0,17,SETOR CENTRAL,MOZARLANDIA,MOZARLANDIA,GO,76709970
6644,GO,5213806,AC MORRINHOS,RUA DOM PEDRO II,QUADRA 18  LOTE 14,444,CENTRO,MORRINHOS,MORRINHOS,GO,75650970
6928,GO,5213772,AC MONTIVIDIU DO NORTE,AVENIDA ALIPIO ANTONIO DE PAIVA,0,407,SETOR CENTRAL,MONTIVIDIU DO NORTE,MONTIVIDIU DO NORTE,GO,76469970
6867,GO,5213756,AC MONTIVIDIU,AVENIDA RIO VERDE,0,250,SETOR CENTRAL,MONTIVIDIU,MONTIVIDIU,GO,75919970
6703,GO,5213707,AC MONTES CLAROS DE GOIAS,AVENIDA SANTOS DUMONT,QUADRA 16 LOTE 263 A,,SETOR CENTRAL,MONTES CLAROS DE GOIAS,MONTES CLAROS DE GOIAS,GO,76259970
431199,GO,5213509,AC MONTE ALEGRE DE GOIAS,AVENIDA BOM JESUS,0,41,CENTRO,MONTE ALEGRE DE GOIAS,MONTE ALEGRE DE GOIAS,GO,73830970
6702,GO,5213400,AC MOIPORA,RUA DOM PEDRO,0,28,SETOR CENTRAL,MOIPORA,MOIPORA,GO,76139970
6643,GO,5213103,AC MINEIROS,AVENIDA QUARTA,0,62,SETOR CENTRAL,MINEIROS,MINEIROS,GO,75830970
6680,GO,5213087,AC MINACU,RUA SEIS,0,1093,SETOR CENTRAL,MINACU,MINACU,GO,76459970
431198,GO,5213053,AC MIMOSO DE GOIAS,RUA 12,QUADRA 19 LOTE 17,0,CENTRO,MIMOSO DE GOIAS,MIMOSO DE GOIAS,GO,73730970
61115,GO,5221403,AC MAYSA,AVENIDA ELIZABETH MARQUES,QUADRA 44 LOTE 13 E 16,1000,SETOR MAYSA,TRINDADE,TRINDADE,GO,75380973
6866,GO,5212956,AC MATRINCHA,RUA JOAO ARTIAGA,0,915,SETOR CENTRAL,MATRINCHA,MATRINCHA,GO,76739970
6665,GO,5212808,AC MARA ROSA,AVENIDA BERNARDO SAYAO,SN QUADRA 22 LOTE 3,,SETOR CENTRAL,MARA ROSA,MARA ROSA,GO,76492970
431197,GO,5212709,AC MAMBAI,AVENIDA BRASIL CENTRAL,QUADRA 17 LOTE 3,0,CENTRO,MAMBAI,MAMBAI,GO,73970970
55329,GO,5212253,AC LAGOA SANTA,RUA DORALICE FERRAZ DA COSTA,0,,SETOR CENTRAL,LAGOA SANTA,LAGOA SANTA,GO,75819970
